		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
09/07/20	23:15	9.8	9.9	9.8	69	4.4	3.2	NNW	0.27	16.1	NW	9.8	9.6	9.6	7.8	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	16.9	41	3.6	15.5	0.00	111	1	97.4	5
09/07/20	23:20	9.7	9.8	9.7	69	4.3	3.2	NNW	0.27	17.7	NNW	9.7	9.5	9.5	7.8	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	16.9	41	3.6	15.5	0.00	115	1	100.0	5
09/07/20	23:25	9.7	9.7	9.7	69	4.3	1.6	NNW	0.13	8.0	N	9.7	9.4	9.4	7.7	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	16.9	41	3.6	15.5	0.00	111	1	97.4	5
09/07/20	23:30	9.6	9.7	9.6	70	4.3	3.2	NNW	0.27	9.7	NNW	9.6	9.3	9.3	7.6	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	16.9	41	3.6	15.5	0.00	112	1	98.2	5
09/07/20	23:35	9.5	9.6	9.5	71	4.5	1.6	N	0.13	9.7	N	9.5	9.3	9.3	7.6	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.9	41	3.6	15.5	0.00	112	1	98.2	5
09/07/20	23:40	9.4	9.4	9.4	71	4.4	1.6	NNW	0.13	8.0	NNE	9.4	9.2	9.2	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.9	41	3.6	15.5	0.00	111	1	97.4	5
09/07/20	23:45	9.3	9.4	9.3	72	4.5	1.6	N	0.13	8.0	NNE	9.3	9.1	9.1	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	112	1	98.2	5
09/07/20	23:50	9.3	9.3	9.3	72	4.5	1.6	N	0.13	9.7	N	9.3	9.1	9.1	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	115	1	100.0	5
09/07/20	23:55	9.2	9.3	9.2	72	4.4	1.6	NNW	0.13	9.7	NNW	9.2	9.0	9.0	7.3	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	41	3.5	15.4	0.00	111	1	97.4	5
10/07/20	00:00	9.2	9.2	9.2	72	4.4	1.6	N	0.13	8.0	NW	9.2	9.0	9.0	7.3	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	41	3.5	15.4	0.03	111	1	97.4	5
10/07/20	0:05	9.3	9.3	9.2	72	4.5	1.6	NNW	0.13	8.0	NNW	9.3	9.1	9.1	7.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	112	1	98.2	5
10/07/20	0:10	9.3	9.3	9.3	72	4.5	1.6	N	0.13	8.0	NNW	9.3	9.1	9.1	7.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	111	1	97.4	5
10/07/20	0:15	9.4	9.4	9.3	71	4.4	1.6	N	0.13	9.7	N	9.4	9.2	9.2	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	113	1	99.1	5
10/07/20	0:20	9.4	9.4	9.4	71	4.4	1.6	NNW	0.13	4.8	N	9.4	9.2	9.2	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	114	1	100.0	5
10/07/20	0:25	9.4	9.4	9.4	72	4.6	1.6	NNW	0.13	6.4	NNW	9.4	9.2	9.2	7.4	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	113	1	99.1	5
10/07/20	0:30	9.4	9.4	9.4	72	4.6	0.0	N	0.00	1.6	N	9.4	9.2	9.2	7.4	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	16.8	41	3.5	15.4	0.00	112	1	98.2	5
10/07/20	0:35	9.2	9.4	9.2	72	4.4	0.0	N	0.00	3.2	N	9.2	9.0	9.0	7.3	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	41	3.5	15.4	0.00	111	1	97.4	5
10/07/20	0:40	9.2	9.2	9.2	73	4.6	0.0	N	0.00	6.4	NNE	9.2	8.9	8.9	7.2	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	41	3.5	15.4	0.00	114	1	100.0	5
10/07/20	0:45	9.1	9.2	9.1	73	4.5	1.6	N	0.13	4.8	N	9.1	8.8	8.8	7.1	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	41	3.5	15.4	0.00	113	1	99.1	5
10/07/20	0:50	9.1	9.1	9.1	73	4.5	1.6	N	0.13	6.4	N	9.1	8.8	8.8	7.1	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	112	1	98.2	5
10/07/20	0:55	9.1	9.1	9.1	73	4.5	1.6	NNW	0.13	8.0	NNW	9.1	8.8	8.8	7.1	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	112	1	98.2	5
10/07/20	1:00	9.2	9.2	9.1	73	4.6	3.2	NNW	0.27	11.3	NNW	9.2	8.9	8.9	7.2	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.03	114	1	100.0	5
10/07/20	1:05	9.2	9.2	9.2	73	4.6	1.6	N	0.13	8.0	N	9.2	8.9	8.9	7.2	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	112	1	98.2	5
10/07/20	1:10	9.1	9.2	9.1	73	4.5	1.6	NNW	0.13	9.7	N	9.1	8.8	8.8	7.1	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	115	1	100.0	5
10/07/20	1:15	9.1	9.1	9.1	74	4.7	1.6	NNW	0.13	8.0	NNE	9.1	8.9	8.9	7.2	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	114	1	100.0	5
10/07/20	1:20	9.1	9.1	9.1	74	4.7	1.6	N	0.13	6.4	NNW	9.1	8.9	8.9	7.2	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	110	1	96.5	5
10/07/20	1:25	9.1	9.1	9.1	73	4.5	1.6	N	0.13	6.4	NNW	9.1	8.8	8.8	7.1	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	113	1	99.1	5
10/07/20	1:30	9.1	9.1	9.1	73	4.5	1.6	NNW	0.13	8.0	NNW	9.1	8.8	8.8	7.1	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	115	1	100.0	5
10/07/20	1:35	9.0	9.1	9.0	74	4.6	1.6	NW	0.13	11.3	NNE	9.0	8.8	8.8	7.1	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	16.8	42	3.8	15.4	0.00	115	1	100.0	5
10/07/20	1:40	8.9	9.0	8.9	74	4.5	1.6	N	0.13	11.3	NNE	8.9	8.7	8.7	7.0	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	1:45	8.9	8.9	8.9	75	4.7	3.2	N	0.27	11.3	N	8.9	8.7	8.7	7.0	1009.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	16.8	42	3.8	15.4	0.00	112	1	98.2	5
10/07/20	1:50	8.8	8.9	8.8	75	4.6	3.2	N	0.27	8.0	N	8.8	8.7	8.7	6.9	1009.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	16.8	42	3.8	15.4	0.00	115	1	100.0	5
10/07/20	1:55	8.8	8.8	8.8	75	4.6	0.0	N	0.00	6.4	N	8.8	8.7	8.7	6.9	1009.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	2:00	8.7	8.8	8.7	75	4.5	1.6	N	0.13	14.5	N	8.7	8.6	8.6	6.8	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	16.8	42	3.8	15.4	0.03	113	1	99.1	5
10/07/20	2:05	8.7	8.7	8.7	75	4.5	3.2	NNW	0.27	11.3	NNW	8.7	8.5	8.5	6.8	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	16.8	42	3.8	15.4	0.00	114	1	100.0	5
10/07/20	2:10	8.5	8.7	8.5	76	4.5	3.2	N	0.27	17.7	N	8.5	8.3	8.3	6.6	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	2:15	8.4	8.5	8.4	76	4.4	3.2	N	0.27	17.7	N	8.4	8.2	8.2	6.5	1008.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	2:20	8.4	8.4	8.4	76	4.4	3.2	N	0.27	16.1	N	8.4	8.2	8.2	6.5	1008.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	113	1	99.1	5
10/07/20	2:25	8.3	8.4	8.3	76	4.3	1.6	N	0.13	8.0	N	8.3	8.2	8.2	6.4	1008.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	2:30	8.3	8.3	8.3	76	4.3	0.0	NNW	0.00	6.4	NNE	8.3	8.2	8.2	6.4	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	113	1	99.1	5
10/07/20	2:35	8.2	8.3	8.2	76	4.2	1.6	N	0.13	9.7	NNE	8.2	8.1	8.1	6.3	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	112	1	98.2	5
10/07/20	2:40	8.2	8.2	8.2	77	4.4	0.0	NNW	0.00	6.4	N	8.2	8.1	8.1	6.3	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.8	42	3.8	15.4	0.00	111	1	97.4	5
10/07/20	2:45	8.2	8.2	8.2	77	4.4	0.0	NNW	0.00	6.4	NNW	8.2	8.0	8.0	6.3	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	16.7	42	3.7	15.3	0.00	112	1	98.2	5
10/07/20	2:50	8.1	8.2	8.1	77	4.3	0.0	N	0.00	4.8	N	8.1	7.9	7.9	6.2	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	112	1	98.2	5
10/07/20	2:55	8.1	8.1	8.1	77	4.3	1.6	NNW	0.13	9.7	NW	8.1	7.9	7.9	6.2	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.8	42	3.8	15.4	0.00	88	1	77.2	5
10/07/20	3:00	8.1	8.1	8.1	78	4.4	3.2	N	0.27	14.5	NNW	8.1	7.9	7.9	6.2	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.03	113	1	99.1	5
10/07/20	3:05	8.1	8.1	8.1	78	4.4	6.4	NNW	0.54	19.3	NNW	7.1	7.9	6.9	5.2	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	111	1	97.4	5
10/07/20	3:10	8.0	8.1	8.0	78	4.4	3.2	N	0.27	9.7	N	8.0	7.8	7.8	6.1	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	114	1	100.0	5
10/07/20	3:15	8.0	8.0	8.0	78	4.4	3.2	NNW	0.27	17.7	NNW	8.0	7.8	7.8	6.1	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	111	1	97.4	5
10/07/20	3:20	7.9	8.0	7.9	78	4.3	0.0	N	0.00	9.7	NNW	7.9	7.7	7.7	6.0	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	112	1	98.2	5
10/07/20	3:25	7.8	7.9	7.8	78	4.2	0.0	N	0.00	6.4	NNW	7.8	7.7	7.7	5.9	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	16.7	42	3.7	15.3	0.00	113	1	99.1	5
10/07/20	3:30	7.8	7.8	7.8	79	4.4	1.6	N	0.13	9.7	NW	7.8	7.7	7.7	5.9	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.037	0.000	16.7	42	3.7	15.3	0.00	111	1	97.4	5
10/07/20	3:35	7.8	7.8	7.8	79	4.4	0.0	N	0.00	4.8	N	7.8	7.7	7.7	5.9	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.037	0.000	16.6	42	3.6	15.2	0.00	112	1	98.2	5
10/07/20	3:40	7.7	7.8	7.7	79	4.3	0.0	N	0.00	6.4	N	7.7	7.6	7.6	5.8	1007.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.037	0.000	16.6	42	3.6	15.2	0.00	114	1	100.0	5
10/07/20	3:45	7.6	7.7	7.6	80	4.4	1.6	NNW	0.13	9.7	NNW	7.6	7.5	7.5	5.8	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.037	0.000	16.6	42	3.6	15.2	0.00	114	1	100.0	5
10/07/20	3:50	7.6	7.6	7.6	80	4.4	0.0	N	0.00	6.4	NNW	7.6	7.5	7.5	5.8	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.037	0.000	16.6	42	3.6	15.2	0.00	108	1	94.7	5
10/07/20	3:55	7.5	7.6	7.5	80	4.3	0.0	NNW	0.00	8.0	NNW	7.5	7.4	7.4	5.7	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.6	42	3.6	15.2	0.00	112	1	98.2	5
10/07/20	4:00	7.4	7.5	7.4	80	4.2	0.0	NNE	0.00	4.8	NNE	7.4	7.3	7.3	5.6	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.6	42	3.6	15.2	0.03	110	1	96.5	5
10/07/20	4:05	7.4	7.4	7.4	81	4.4	0.0	NNE	0.00	1.6	NNE	7.4	7.3	7.3	5.6	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.6	42	3.6	15.2	0.00	111	1	97.4	5
10/07/20	4:10	7.4	7.4	7.3	82	4.6	0.0	NNE	0.00	9.7	NNE	7.4	7.4	7.4	5.7	1008.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.6	42	3.6	15.2	0.00	111	1	97.4	5
10/07/20	4:15	7.3	7.4	7.3	81	4.2	0.0	NNE	0.00	6.4	NNE	7.3	7.2	7.2	5.4	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.6	42	3.6	15.2	0.00	110	1	96.5	5
10/07/20	4:20	7.1	7.3	7.1	82	4.2	0.0	NNE	0.00	6.4	NNE	7.1	7.0	7.0	5.3	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.6	42	3.6	15.2	0.00	111	1	97.4	5
10/07/20	4:25	6.9	7.1	6.9	83	4.3	0.0	NNE	0.00	4.8	NNE	6.9	6.9	6.9	5.2	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.6	42	3.6	15.2	0.00	109	1	95.6	5
10/07/20	4:30	6.8	6.9	6.8	83	4.1	1.6	N	0.13	4.8	N	6.8	6.8	6.8	5.1	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.6	42	3.6	15.2	0.00	111	1	97.4	5
10/07/20	4:35	6.8	6.8	6.8	83	4.1	0.0	N	0.00	6.4	N	6.8	6.7	6.7	5.0	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	112	1	98.2	5
10/07/20	4:40	6.8	6.8	6.8	84	4.3	0.0	N	0.00	6.4	NNE	6.8	6.7	6.7	5.0	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	113	1	99.1	5
10/07/20	4:45	6.8	6.8	6.8	84	4.3	1.6	NNE	0.13	6.4	NNW	6.8	6.8	6.8	5.1	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	112	1	98.2	5
10/07/20	4:50	6.8	6.8	6.8	84	4.3	1.6	NNE	0.13	6.4	NNE	6.8	6.8	6.8	5.1	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	115	1	100.0	5
10/07/20	4:55	6.9	6.9	6.8	84	4.4	0.0	NNE	0.00	6.4	NNE	6.9	6.9	6.9	5.2	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	114	1	100.0	5
10/07/20	5:00	6.8	6.9	6.8	84	4.3	1.6	N	0.13	9.7	NNE	6.8	6.8	6.8	5.1	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	112	1	98.2	5
10/07/20	5:05	6.8	6.8	6.8	84	4.3	1.6	NNE	0.13	9.7	N	6.8	6.7	6.7	5.0	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	111	1	97.4	5
10/07/20	5:10	6.8	6.8	6.8	85	4.4	1.6	NNE	0.13	9.7	NNE	6.8	6.7	6.7	5.0	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	113	1	99.1	5
10/07/20	5:15	6.7	6.8	6.7	85	4.4	1.6	N	0.13	9.7	N	6.7	6.7	6.7	4.9	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	114	1	100.0	5
10/07/20	5:20	6.8	6.8	6.7	85	4.4	1.6	N	0.13	8.0	NNW	6.8	6.7	6.7	5.0	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	114	1	100.0	5
10/07/20	5:25	6.8	6.8	6.8	85	4.4	1.6	NNE	0.13	6.4	NNE	6.8	6.7	6.7	5.0	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.4	42	3.4	15.0	0.00	113	1	99.1	5
10/07/20	5:30	6.7	6.8	6.7	85	4.4	1.6	N	0.13	6.4	NNE	6.7	6.7	6.7	4.9	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.4	42	3.4	15.0	0.00	112	1	98.2	5
10/07/20	5:35	6.8	6.8	6.8	86	4.6	1.6	N	0.13	8.0	NNE	6.8	6.7	6.7	5.0	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.4	42	3.4	15.0	0.00	112	1	98.2	5
10/07/20	5:40	6.8	6.8	6.8	86	4.6	1.6	NNW	0.13	9.7	NW	6.8	6.7	6.7	5.0	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.5	42	3.5	15.1	0.00	78	1	68.4	5
10/07/20	5:45	6.8	6.8	6.8	86	4.7	3.2	N	0.27	16.1	NNE	6.8	6.8	6.8	5.1	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.4	42	3.4	15.0	0.00	111	1	97.4	5
10/07/20	5:50	6.8	6.8	6.8	86	4.7	3.2	NNW	0.27	19.3	NNW	6.8	6.8	6.8	5.1	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	16.4	42	3.4	15.0	0.00	115	1	100.0	5
10/07/20	5:55	7.0	7.0	6.8	86	4.8	4.8	N	0.40	20.9	N	6.4	6.9	6.4	4.7	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.4	42	3.4	15.0	0.00	111	1	97.4	5
10/07/20	6:00	7.1	7.1	7.0	86	4.9	4.8	N	0.40	14.5	NNW	6.6	7.1	6.5	4.8	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.4	42	3.4	15.0	0.00	113	1	99.1	5
10/07/20	6:05	7.2	7.2	7.1	86	5.0	4.8	N	0.40	22.5	N	6.6	7.1	6.6	4.8	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.3	42	3.4	14.9	0.00	114	1	100.0	5
10/07/20	6:10	7.2	7.2	7.2	86	5.0	3.2	NNE	0.27	19.3	N	7.2	7.1	7.1	5.4	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.3	42	3.4	14.9	0.00	109	1	95.6	5
10/07/20	6:15	7.2	7.2	7.2	86	5.0	3.2	N	0.27	17.7	N	7.2	7.1	7.1	5.4	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	16.3	42	3.4	14.9	0.00	111	1	97.4	5
10/07/20	6:20	7.3	7.3	7.2	86	5.1	3.2	N	0.27	20.9	NNE	7.3	7.2	7.2	5.6	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	113	1	99.1	5
10/07/20	6:25	7.3	7.3	7.3	86	5.1	3.2	N	0.27	11.3	NNE	7.3	7.3	7.3	5.7	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	112	1	98.2	5
10/07/20	6:30	7.4	7.4	7.3	86	5.3	1.6	N	0.13	8.0	NNW	7.4	7.4	7.4	5.8	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	111	1	97.4	5
10/07/20	6:35	7.4	7.4	7.4	86	5.3	3.2	NNW	0.27	16.1	NNW	7.4	7.4	7.4	5.8	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	114	1	100.0	5
10/07/20	6:40	7.4	7.4	7.4	86	5.3	1.6	N	0.13	11.3	NNE	7.4	7.4	7.4	5.8	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	114	1	100.0	5
10/07/20	6:45	7.4	7.4	7.4	86	5.3	1.6	N	0.13	6.4	NNW	7.4	7.4	7.4	5.8	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	111	1	97.4	5
10/07/20	6:50	7.4	7.4	7.4	86	5.3	1.6	NNW	0.13	17.7	NNE	7.4	7.4	7.4	5.8	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	113	1	99.1	5
10/07/20	6:55	7.3	7.4	7.3	86	5.1	0.0	N	0.00	4.8	N	7.3	7.3	7.3	5.7	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	113	1	99.1	5
10/07/20	7:00	7.3	7.3	7.3	86	5.1	3.2	NNE	0.27	9.7	NNW	7.3	7.3	7.3	5.7	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.3	42	3.4	14.9	0.00	113	1	99.1	5
10/07/20	7:05	7.3	7.3	7.3	87	5.3	3.2	NNW	0.27	17.7	NNW	7.3	7.3	7.3	5.7	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	113	1	99.1	5
10/07/20	7:10	7.3	7.3	7.3	87	5.3	1.6	N	0.13	8.0	NNE	7.3	7.3	7.3	5.7	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	114	1	100.0	5
10/07/20	7:15	7.3	7.3	7.3	87	5.3	1.6	N	0.13	8.0	NNW	7.3	7.3	7.3	5.7	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	111	1	97.4	5
10/07/20	7:20	7.3	7.3	7.3	87	5.3	1.6	NNW	0.13	11.3	NNW	7.3	7.3	7.3	5.7	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	114	1	100.0	5
10/07/20	7:25	7.4	7.4	7.3	88	5.6	1.6	N	0.13	14.5	NNW	7.4	7.4	7.4	5.8	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	114	1	100.0	5
10/07/20	7:30	7.3	7.4	7.3	87	5.3	3.2	NNW	0.27	9.7	NNW	7.3	7.3	7.3	5.7	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	42	3.3	14.8	0.00	114	1	100.0	5
10/07/20	7:35	7.4	7.4	7.3	88	5.6	3.2	NNW	0.27	14.5	NNW	7.4	7.4	7.4	5.8	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	43	3.6	14.8	0.00	112	1	98.2	5
10/07/20	7:40	7.4	7.4	7.4	88	5.6	1.6	NNW	0.13	16.1	NNW	7.4	7.4	7.4	5.8	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	43	3.6	14.8	0.00	114	1	100.0	5
10/07/20	7:45	7.4	7.4	7.4	88	5.6	1.6	NNW	0.13	9.7	NNW	7.4	7.4	7.4	5.8	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	43	3.6	14.8	0.00	114	1	100.0	5
10/07/20	7:50	7.4	7.4	7.4	88	5.6	1.6	NNW	0.13	11.3	NNE	7.4	7.4	7.4	5.8	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	43	3.6	14.8	0.00	115	1	100.0	5
10/07/20	7:55	7.4	7.4	7.4	88	5.6	0.0	NNW	0.00	4.8	NW	7.4	7.4	7.4	5.8	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	16.2	43	3.6	14.8	0.00	111	1	97.4	5
